,userId,reviewId
231,45,2086
232,15,1954
233,49,1131
234,16,1690
235,10,1956
236,15,1705
237,41,1728
238,18,545
239,43,765
240,44,670
241,21,1326
242,0,2064
243,24,541
244,0,1681
245,24,1769
246,38,1469
247,36,972
248,46,27
249,31,113
250,3,1513
251,45,2
252,21,2081
253,7,967
254,42,612
255,12,1884
256,11,631
257,40,360
258,14,370
259,42,604
260,49,633
261,41,1543
262,31,1304
263,0,2095
264,4,1222
265,32,1471
266,25,1073
267,28,1645
268,17,610
269,13,304
270,11,1211
271,1,607
272,43,952
273,14,977
274,40,93
275,39,987
276,14,1094
277,40,1898
278,38,1595
279,19,975
280,28,1461
281,35,130
282,41,2167
283,34,615
284,6,1894
285,12,628
286,20,1353
287,17,1823
288,44,845
289,36,192
290,15,527
291,38,1039
292,47,1008
293,33,260
294,20,286
295,24,1940
296,18,1193
297,19,433
298,43,827
299,38,1897
300,16,1628
301,1,736
302,34,1906
303,23,584
304,11,566
305,32,124
306,26,2076
307,38,278
308,11,1165
309,33,1832
310,32,86
311,42,597
312,17,17
313,3,1502
314,10,1214
315,6,743
316,6,317
317,47,700
318,27,1055
319,8,49
320,32,742
321,22,1160
322,2,945
323,38,1388
324,30,1265
325,23,1656
326,14,1733
327,33,956
328,32,781
329,7,347
330,36,170
331,7,691
332,35,300
333,43,461
334,25,1924
335,11,1779
336,30,1231
337,47,2121
338,43,335
339,8,2073
340,1,1411
341,2,959
342,10,2172
343,47,663
344,17,990
345,28,246
346,38,1993
347,20,2057
348,43,215
349,43,1892
350,13,569
351,19,1506
352,47,1978
353,3,1147
354,18,1654
355,49,1594
356,31,778
357,39,1016
358,19,1825
359,38,1472
360,1,1352
361,22,373
362,20,901
363,46,2069
364,6,1960
365,17,1145
366,30,1814
367,5,303
368,12,297
369,28,229
370,18,1268
371,39,771
372,19,1408
373,10,1783
374,14,1247
375,29,253
376,24,1976
377,0,1392
378,4,342
379,10,1177
380,45,2219
381,12,1684
382,20,409
383,43,914
384,37,347
385,9,1037
386,18,185
387,20,2144
388,23,946
389,5,215
390,13,2204
391,44,1852
392,26,1044
393,14,424
394,36,643
395,25,2180
396,39,1765
397,15,305
398,19,1898
399,21,1182
400,34,2192
401,44,2042
402,18,2194
403,7,1992
404,36,1892
405,15,2046
406,17,1476
407,37,1712
408,2,2222
409,4,1754
410,2,191
411,39,2127
412,42,1550
413,49,1742
414,22,395
415,26,1607
416,40,1904
417,2,636
418,4,1545
419,31,1248
420,21,823
421,48,829
422,9,567
423,28,1496
424,30,1420
425,29,1944
426,14,2199
427,26,1741
428,44,663
429,31,2042
430,44,1435
431,0,2121
432,9,222
433,40,1045
434,27,1315
435,22,411
436,2,931
437,49,943
438,6,780
439,48,1910
440,11,1236
441,48,209
442,12,1582
443,16,1014
444,42,1386
445,37,1608
446,11,1827
447,23,1771
448,37,585
449,23,390
450,37,1644
451,32,437
452,36,1583
453,26,366
454,48,1163
455,0,756
456,40,1771
457,27,379
458,37,1709
459,29,1881
460,5,694
461,21,373
462,26,367
463,21,1503
464,29,1705
465,13,2046
466,8,658
467,18,1164
468,21,230
469,29,541
470,23,1416
471,23,1483
472,12,2016
473,20,866
474,28,311
475,49,1385
476,49,829
477,42,2143
478,38,2054
479,10,1798
480,11,1492
481,0,276
482,49,1846
483,24,1743
484,1,547
485,40,1720
486,17,56
487,45,73
488,33,1658
489,45,578
490,3,1951
491,5,253
492,39,831
493,35,654
494,0,1907
495,48,1657
496,8,1472
497,36,1777
498,28,2176
499,8,1541
500,25,1539
501,19,1312
502,11,1814
503,43,1521
504,9,389
505,41,1202
506,36,1578
507,23,1445
508,9,1880
509,36,1149
510,43,1857
511,44,387
512,8,194
513,2,1590
514,29,790
515,26,1525
516,6,659
517,20,298
518,14,512
519,33,218
520,26,12
521,12,1652
522,33,155
523,0,1013
524,27,1349
525,8,122
526,2,1806
527,1,1965
528,44,1706
529,42,2158
530,16,745
531,5,2113
532,27,336
533,28,149
534,21,327
535,17,141
536,29,534
537,38,2215
538,43,1058
539,3,2186
540,21,464
541,42,2209
542,35,822
543,28,819
544,16,956
545,38,169
546,49,561
547,28,1444
548,27,1278
549,24,343
550,24,142
551,30,574
552,9,1671
553,11,1007
554,12,1737
555,29,1899
556,43,1573
557,15,1055
558,0,806
559,42,981
560,16,94
561,8,1455
562,26,1631
563,41,350
564,10,1538
565,25,2155
566,0,233
567,45,816
568,22,868
569,18,503
570,37,1039
571,44,240
572,32,1793
573,12,1606
574,35,2139
575,6,1912
576,43,594
577,7,1766
578,3,1568
579,30,1735
580,0,627
581,22,1627
582,27,1036
583,6,373
584,11,251
585,36,694
586,43,506
587,9,975
588,23,169
589,42,1331
590,23,2088
591,26,989
592,3,1920
593,19,379
594,13,1842
595,16,1535
596,2,1786
597,13,1266
598,5,345
599,46,1876
600,43,961
601,33,1605
602,47,2038
603,6,1853
604,35,1791
605,43,1378
606,39,383
607,38,1912
608,32,761
609,2,1355
610,10,678
611,14,523
612,40,359
613,30,2179
614,35,1862
615,49,1816
616,47,1793
617,35,2194
618,31,1903
619,23,1980
620,29,773
621,2,1957
622,10,1274
623,18,963
624,7,1313
625,25,1368
626,3,2162
627,29,540
628,38,430
629,42,2068
630,41,2104
631,2,4
632,45,124
633,47,1122
634,49,1919
635,5,591
636,1,1801
637,48,2072
638,6,609
639,22,6
640,0,2196
641,48,1869
642,47,1160
643,9,374
644,19,8
645,30,869
646,15,53
647,44,1416
648,17,1206
649,34,432
650,28,1380
651,23,1997
652,3,758
653,19,19
654,27,409
655,2,1374
656,46,1752
657,37,547
658,26,1601
659,42,1255
660,36,1388
661,9,1526
662,22,2071
663,49,464
664,49,1635
665,49,1913
666,34,897
667,25,1564
668,41,508
669,41,1063
670,40,1181
671,39,544
672,35,603
673,10,1240
674,2,1632
675,33,560
676,33,406
677,23,1170
678,30,1708
679,1,2217
680,42,1172
681,39,973
682,10,1756
683,22,152
684,28,1681
685,40,1386
686,1,1830
687,0,900
688,35,475
689,36,939
690,35,2082
691,22,437
692,35,2051
693,17,532
694,35,639
695,18,319
696,9,1612
697,5,444
698,19,2045
699,27,1848
700,49,665
701,34,1001
702,2,2020
703,25,68
704,1,353
705,38,2094
706,39,1927
707,24,794
708,16,2036
709,18,237
710,8,1447
711,17,268
712,47,1880
713,2,66
714,10,1978
715,5,1500
716,20,1619
717,39,430
718,12,1768
719,26,826
720,10,255
721,16,854
722,7,1644
723,10,210
724,38,181
725,22,574
726,35,1448
727,45,1491
728,31,15
729,37,1751
730,41,625
731,25,1739
732,11,584
733,22,1387
734,5,1471
735,22,1497
736,46,266
737,27,1251
738,17,1313
739,10,1583
740,35,1719
741,32,1206
742,23,1056
743,5,931
744,7,1418
745,38,909
746,46,284
747,9,1602
748,4,1902
749,31,2213
750,36,2040
751,22,2085
752,7,1387
753,6,60
754,31,2084
755,7,1647
756,33,252
757,49,1881
758,49,39
759,16,392
760,16,1450
761,0,1784
762,10,161
763,30,1550
764,17,1074
765,33,19
766,45,546
767,15,419
768,7,995
769,5,238
770,6,1168
771,13,1628
772,0,2171
773,14,1406
774,33,1088
775,43,2039
776,30,168
777,44,213
778,15,1255
779,2,1814
780,44,383
781,42,409
782,3,1859
783,22,1498
784,36,280
785,28,671
786,44,1364
787,41,419
788,8,883
789,40,1204
790,42,359
791,4,1649
792,9,1149
793,20,42
794,25,254
795,20,1981
796,13,47
797,5,980
798,41,1854
799,38,931
800,7,488
801,34,352
802,35,1140
803,17,719
804,26,801
805,40,2034
806,3,644
807,18,662
808,8,801
809,14,1243
810,39,725
811,4,732
812,3,2129
813,8,1776
814,23,251
815,45,971
816,1,297
817,49,1989
818,43,907
819,19,1151
820,11,1130
821,22,1047
822,21,203
823,11,502
824,42,396
825,45,202
826,24,594
827,26,2188
828,4,1120
829,2,1664
830,0,38
831,33,1492
832,29,406
833,34,877
834,13,1829
835,1,973
836,29,1134
837,17,211
838,28,513
839,5,774
840,40,2068
841,13,643
842,8,481
843,11,924
844,19,70
845,28,486
846,44,2026
847,5,1309
848,6,1946
849,22,1057
850,30,1815
851,5,1430
852,31,842
853,44,2101
854,36,1411
855,3,1302
856,11,652
857,6,2213
858,10,683
859,5,712
860,22,1733
861,48,1483
862,0,861
863,19,504
864,19,231
865,25,1167
866,12,1620
867,44,1818
868,27,1252
869,38,1697
870,5,317
871,45,542
872,13,1508
873,36,2214
874,6,886
875,9,1401
876,7,1032
877,33,788
878,20,516
879,47,1076
880,18,1599
881,43,1069
882,31,373
883,13,181
884,46,18
885,47,1701
886,31,508
887,29,1407
888,13,1940
889,33,317
890,25,1782
891,12,1277
892,33,1898
893,39,1728
894,42,1381
895,1,1290
896,1,33
897,4,873
898,7,1046
899,30,2152
900,17,2166
901,10,435
902,46,1095
903,16,1725
904,34,1385
905,34,880
906,5,1253
907,6,621
908,20,351
909,20,652
910,15,1768
911,42,291
912,25,770
913,3,684
914,34,294
915,33,174
916,45,1429
917,37,287
918,31,1236
919,33,2065
920,4,1737
921,26,229
922,15,1056
923,7,1848
924,39,1679
925,37,46
926,24,1669
927,46,1606
928,23,1695
929,10,770
930,34,1945
931,29,1077
932,27,620
933,32,1691
934,29,1492
935,3,928
936,41,1632
937,23,2148
938,36,1169
939,20,1664
940,24,270
941,45,1874
942,45,1701
943,15,191
944,31,1583
945,33,2024
946,14,1969
947,12,1734
948,39,1356
949,16,2196
950,38,1678
951,12,1228
952,40,1654
953,0,1768
954,48,953
955,42,453
956,33,1825
957,27,903
958,13,1966
959,40,2039
960,28,332
961,18,1334
962,43,1830
963,38,2091
964,38,668
965,31,1242
966,9,2169
967,36,1832
968,34,626
969,9,1202
970,7,678
971,6,513
972,13,989
973,5,1552
974,22,285
975,48,1430
976,14,1430
977,9,1472
978,6,401
979,35,1757
980,14,2097
981,48,1050
982,24,854
983,26,1818
984,9,2211
985,43,1773
986,43,386
987,46,687
988,27,997
989,46,1161
990,6,1241
991,44,1837
992,28,1383
993,0,1513
994,18,397
995,16,2089
996,37,1538
997,42,201
998,42,179
999,21,337
1000,41,176
1001,16,1651
1002,38,1352
1003,17,518
1004,6,1569
1005,28,1525
1006,25,217
1007,8,1999
1008,24,735
1009,27,894
1010,4,2182
1011,40,619
1012,43,1430
1013,30,360
1014,24,714
1015,24,2057
1016,29,1648
1017,30,1326
1018,47,327
1019,19,2154
1020,25,193
1021,35,1902
1022,10,1506
1023,23,1962
1024,46,260
1025,13,2109
1026,5,1906
1027,22,713
1028,23,1756
1029,4,1054
1030,8,547
1031,19,142
1032,2,486
1033,0,1874
1034,7,717
1035,49,1884
1036,45,1472
1037,5,821
1038,20,624
1039,41,2187
1040,7,1693
1041,41,203
1042,37,1832
1043,1,1752
1044,30,2102
1045,17,260
1046,9,1446
1047,25,1838
1048,10,826
1049,35,36
1050,19,1911
1051,42,221
1052,4,570
1053,42,1495
1054,24,375
1055,49,569
1056,27,1466
1057,8,149
1058,1,195
1059,15,167
1060,12,475
1061,5,1892
1062,30,331
1063,13,976
1064,49,2094
1065,49,970
1066,20,2126
1067,17,1572
1068,15,1048
1069,22,77
1070,7,177
1071,25,300
1072,24,1238
1073,5,1521
1074,7,233
1075,31,1079
1076,21,265
1077,22,2163
1078,27,623
1079,48,723
1080,44,751
1081,2,1966
1082,34,383
1083,46,213
1084,37,1503
1085,22,229
1086,14,2119
1087,0,566
1088,27,181
1089,43,1987
1090,8,1534
1091,35,1283
1092,8,1454
1093,37,941
1094,1,2195
1095,12,1755
1096,13,1144
1097,32,1071
1098,34,1072
1099,33,1916
1100,9,2080
1101,6,532
1102,23,1003
1103,3,1385
1104,29,713
1105,40,1631
1106,30,961
1107,23,758
1108,39,803
1109,44,2116
1110,6,185
1111,0,359
1112,30,1766
1113,4,659
1114,11,1122
1115,5,668
1116,4,600
1117,20,1067
1118,17,767
1119,37,405
1120,18,311
1121,34,279
1122,25,1054
1123,26,545
1124,40,9
1125,38,988
1126,16,1397
1127,25,457
1128,38,15
1129,32,1901
1130,14,254
1131,16,757
1132,11,824
1133,23,406
1134,14,218
1135,15,548
1136,7,616
1137,23,801
1138,1,2139
1139,0,911
1140,42,2218
1141,42,1412
1142,2,374
1143,32,664
1144,43,2200
1145,39,1335
1146,16,1626
1147,35,13
1148,7,1973
1149,38,568
1150,43,888
1151,19,1663
1152,24,434
1153,24,542
1154,9,632
1155,17,412
1156,7,108
1157,18,1883
1158,28,1118
1159,38,337
1160,4,714
1161,19,1634
1162,1,2143
1163,16,1451
1164,6,1420
1165,16,511
1166,35,2215
1167,29,172
1168,16,2188
1169,46,975
1170,1,1720
1171,46,356
1172,41,887
1173,33,1260
1174,33,135
1175,38,1915
1176,32,979
1177,34,792
1178,16,2076
1179,7,1380
1180,30,767
1181,10,362
1182,23,647
1183,41,612
1184,4,1372
1185,33,263
1186,4,1908
1187,44,1303
1188,29,2198
1189,17,13
1190,1,815
1191,0,133
1192,34,1182
1193,23,318
1194,2,713
1195,17,506
1196,29,69
1197,9,1032
1198,35,1358
1199,35,233
1200,21,1809
1201,47,1375
1202,40,948
1203,20,1513
1204,6,1295
1205,21,1553
1206,26,7
1207,49,171
1208,0,929
1209,0,1894
1210,19,1071
1211,13,711
1212,30,1062
1213,44,1994
1214,6,1929
1215,36,2017
1216,38,1367
1217,25,32
1218,40,1977
1219,37,516
1220,36,1996
1221,14,2029
1222,22,876
1223,45,1352
1224,19,1396
1225,44,1769
1226,25,462
1227,18,112
1228,32,847
1229,36,1700
1230,41,1046
1231,13,1752
1232,1,1435
1233,43,1365
1234,46,2013
1235,5,1537
1236,46,785
1237,16,981
1238,21,1657
1239,3,1265
1240,3,1899
1241,35,1795
1242,26,337
1243,12,546
1244,45,1956
1245,29,622
1246,45,168
1247,19,1508
1248,15,2175
1249,18,488
1250,7,551
1251,29,532
1252,31,277
1253,10,596
1254,38,1609
1255,47,2138
1256,7,1099
1257,49,910
1258,46,253
1259,17,1673
1260,39,1290
1261,20,260
1262,47,925
1263,33,361
1264,41,363
1265,9,1216
1266,14,1930
1267,8,608
1268,44,79
1269,37,2009
1270,49,789
1271,44,406
1272,14,1626
1273,10,778
1274,45,1355
1275,39,62
1276,31,1853
1277,31,139
1278,18,134
1279,40,1195
1280,49,883
1281,29,287
1282,45,1152
1283,1,1293
1284,44,1861
1285,23,1626
1286,42,856
1287,8,1576
1288,24,1399
1289,6,1920
1290,46,634
1291,29,1331
1292,23,1990
1293,28,862
1294,3,1683
1295,6,859
1296,7,1286
1297,32,626
1298,30,725
1299,31,1977
1300,34,2033
1301,3,326
1302,18,2063
1303,26,1593
1304,20,2101
1305,49,794
1306,36,1194
1307,26,2060
1308,36,137
1309,22,1886
1310,0,1333
1311,31,1519
1312,42,189
1313,48,1466
1314,24,186
1315,3,736
1316,2,1619
1317,15,1756
1318,3,2216
1319,30,227
1320,42,1122
1321,35,2199
1322,34,1696
1323,16,628
1324,36,2015
1325,23,2047
1326,13,1894
1327,26,1478
1328,44,1937
1329,17,1279
1330,20,343
1331,6,177
1332,5,929
1333,18,958
1334,15,894
1335,24,1126
1336,11,588
1337,31,461
1338,18,502
1339,49,1947
1340,31,1998
1341,10,1045
1342,21,113
1343,44,1465
1344,10,170
1345,38,1289
1346,10,518
1347,32,1841
1348,20,7
1349,21,1654
1350,45,948
1351,39,149
1352,45,1183
1353,46,986
1354,42,1767
1355,15,2190
1356,18,231
1357,24,285
1358,26,496
1359,4,2158
1360,47,1269
1361,7,1991
1362,9,725
1363,6,614
1364,1,160
1365,26,314
1366,9,158
1367,37,2069
1368,32,1459
1369,9,370
1370,45,1597
1371,23,1867
1372,32,1972
1373,1,630
1374,40,1479
1375,32,393
1376,44,638
1377,33,2177
1378,20,2080
1379,46,1648
1380,10,1221
1381,37,114
1382,18,1481
1383,27,394
1384,15,1010
1385,3,1791
1386,45,1067
1387,32,1161
1388,23,846
1389,17,107
1390,9,589
1391,13,803
1392,37,624
1393,4,1128
1394,30,318
1395,20,720
1396,41,1764
1397,21,1883
1398,28,109
1399,14,778
1400,36,1157
1401,29,146
1402,21,1762
1403,19,949
1404,47,881
1405,42,524
1406,30,1144
1407,29,1282
1408,13,21
1409,17,788
1410,4,660
1411,45,2169
1412,15,70
1413,11,895
1414,43,1123
1415,8,1320
1416,14,12
1417,20,1818
1418,46,362
1419,34,1998
1420,19,236
1421,43,1843
1422,48,930
1423,13,423
1424,48,1342
1425,22,1828
1426,32,780
1427,48,2160
1428,36,2133
1429,42,122
1430,29,179
1431,38,2007
1432,9,2001
1433,27,313
1434,27,1657
1435,47,1440
1436,37,1025
1437,32,1509
1438,3,75
1439,5,413
1440,39,1644
1441,4,557
1442,26,564
1443,23,1820
1444,9,905
1445,14,1057
1446,46,1264
1447,38,885
1448,9,1773
1449,4,251
1450,38,762
1451,14,372
1452,40,1374
1453,41,713
1454,3,1773
1455,31,631
1456,27,546
1457,34,577
1458,4,9
1459,33,926
1460,23,626
1461,32,1183
1462,35,1620
1463,43,1849
1464,10,791
1465,26,639
1466,31,1464
1467,44,399
1468,5,172
1469,17,1375
1470,45,233
1471,30,823
1472,16,1769
1473,16,272
1474,31,563
1475,30,1991
1476,20,1605
1477,44,695
1478,9,141
1479,16,510
1480,31,1882
1481,3,1913
1482,33,584
1483,6,1063
1484,3,693
1485,38,478
1486,47,181
1487,22,1247
1488,13,835
1489,39,1040
1490,28,2055
1491,37,1785
1492,31,2021
1493,7,572
1494,46,1869
1495,26,1136
1496,33,842
1497,49,503
1498,11,1977
1499,44,1736
1500,48,2010
1501,2,1239
1502,34,871
1503,44,2191
1504,35,159
1505,22,480
1506,49,1595
1507,48,1556
1508,37,296
1509,35,126
1510,16,927
1511,22,132
1512,23,338
1513,22,1715
1514,25,2198
1515,18,2021
1516,24,591
1517,41,1750
1518,20,1190
1519,32,1347
1520,44,1533
1521,46,1815
1522,45,344
1523,18,1424
1524,33,1588
1525,23,1027
1526,19,1401
1527,13,931
1528,46,1270
1529,16,1903
1530,47,171
1531,26,1309
1532,30,2158
1533,1,1280
1534,2,1439
1535,36,1366
1536,25,327
1537,2,323
1538,9,56
1539,0,218
1540,40,1058
1541,23,1126
1542,47,971
1543,45,765
1544,12,547
1545,3,5
1546,34,1176
1547,18,1246
1548,44,513
1549,5,2027
1550,38,207
1551,28,108
1552,23,310
1553,46,845
1554,40,247
1555,30,1563
1556,43,1798
1557,12,849
1558,22,661
1559,24,440
1560,39,687
1561,6,694
1562,14,603
1563,0,1084
1564,1,678
1565,24,1710
1566,8,674
1567,36,1219
1568,46,1707
1569,36,962
1570,5,534
1571,5,974
1572,12,1710
1573,7,1633
1574,7,2059
1575,45,925
1576,36,236
1577,6,1533
1578,32,1290
1579,30,702
1580,37,1291
1581,10,841
1582,3,737
1583,0,961
1584,30,1796
1585,5,1147
1586,16,463
1587,7,1110
1588,7,467
1589,39,691
1590,23,2170
1591,16,1942
1592,16,1008
1593,36,1619
1594,36,1873
1595,47,670
1596,23,1412
1597,12,1373
1598,17,707
1599,39,1902
1600,10,902
1601,43,1505
1602,45,1885
1603,2,1595
1604,35,227
1605,0,1062
1606,18,1491
1607,15,545
1608,8,902
1609,5,346
1610,12,253
1611,31,953
1612,23,1421
1613,7,1695
1614,40,1042
1615,16,800
1616,12,2046
1617,32,354
1618,31,366
1619,29,1137
1620,36,587
1621,5,1401
1622,8,1305
1623,21,95
1624,43,857
1625,46,1172
1626,44,554
1627,4,354
1628,15,871
1629,33,677
1630,13,222
1631,9,1287
1632,48,3
1633,21,468
1634,38,565
1635,32,214
1636,17,1826
1637,14,1083
1638,12,331
1639,2,944
1640,6,1629
1641,34,85
1642,46,721
1643,6,1919
1644,42,709
1645,20,1577
1646,40,1139
1647,7,241
1648,1,499
1649,11,1930
1650,22,192
1651,29,1384
1652,1,1021
1653,38,726
1654,22,1652
1655,31,939
1656,22,1297
1657,1,338
1658,0,880
1659,20,1780
1660,1,1584
1661,30,407
1662,10,297
1663,5,1121
1664,8,667
1665,21,1886
1666,18,1393
1667,41,1271
1668,13,726
1669,0,1394
1670,27,1235
1671,1,50
1672,46,585
1673,0,532
1674,29,642
1675,9,1420
1676,34,415
1677,39,58
1678,14,1463
1679,15,602
1680,46,1453
1681,1,1672
1682,44,1503
1683,25,1412
1684,32,1503
1685,11,1938
1686,45,2161
1687,42,518
1688,32,1439
1689,41,1796
1690,32,788
1691,11,721
1692,29,1670
1693,13,550
1694,38,101
1695,38,1822
1696,41,1316
1697,40,788
1698,25,923
1699,0,1345
1700,33,535
1701,34,710
1702,2,212
1703,14,1844
1704,8,101
1705,38,1576
1706,39,850
1707,32,774
1708,26,1951
1709,6,1273
1710,25,1779
1711,1,1160
1712,47,429
1713,26,1412
1714,34,1703
1715,26,1022
1716,8,632
1717,49,2095
1718,21,135
1719,8,1357
1720,2,917
1721,11,1040
1722,0,1438
1723,18,1867
1724,6,1093
1725,16,961
1726,37,838
1727,35,918
1728,13,1768
1729,16,78
1730,49,962
1731,32,384
1732,14,1326
1733,48,43
1734,45,632
1735,38,685
1736,3,1794
1737,9,1142
1738,1,774
1739,49,1326
1740,3,387
1741,42,881
1742,22,269
1743,36,501
1744,46,1842
1745,12,115
1746,5,1580
1747,2,1444
1748,26,1235
1749,14,430
1750,27,1533
1751,31,1110
1752,19,1097
1753,38,1505
1754,28,544
1755,33,2175
1756,32,612
1757,31,1648
1758,23,1072
1759,35,763
1760,48,1314
1761,46,2217
1762,47,1774
1763,25,1587
1764,29,57
1765,44,1173
1766,4,1714
1767,44,1384
1768,10,10
1769,12,774
1770,43,1606
1771,2,1974
1772,2,1067
1773,49,1547
1774,43,162
1775,31,1286
1776,37,1382
1777,49,96
1778,10,1267
1779,17,1710
1780,31,634
1781,24,1483
1782,10,394
1783,33,175
1784,39,1346
1785,26,23
1786,41,1982
1787,18,1750
1788,14,365
1789,38,856
1790,14,675
1791,8,640
1792,20,1308
1793,1,1107
1794,28,1531
1795,14,79
1796,1,1670
1797,47,2186
1798,5,1469
1799,30,1280
1800,38,688
1801,16,1703
1802,0,1573
1803,35,1926
1804,34,285
1805,33,1512
1806,34,218
1807,36,1609
1808,28,2217
1809,23,892
1810,16,1834
1811,40,2086
1812,40,1201
1813,22,1681
1814,5,1589
1815,31,554
1816,47,200
1817,2,479
1818,2,1341
1819,35,697
1820,5,1200
1821,6,509
1822,9,764
1823,11,436
1824,49,696
1825,33,262
1826,28,2071
1827,28,173
1828,40,240
1829,9,1301
1830,43,1962
1831,15,1114
1832,0,1370
1833,39,354
1834,8,1743
1835,7,1568
1836,22,1738
1837,7,2015
1838,11,1734
1839,17,2145
1840,33,1992
1841,32,315
1842,11,999
1843,3,481
1844,24,401
1845,6,326
1846,3,1955
1847,10,507
1848,11,1518
1849,27,940
1850,17,53
1851,6,1276
1852,12,236
1853,18,635
1854,42,1881
1855,22,798
1856,25,549
1857,35,298
1858,30,1399
1859,1,60
1860,44,499
1861,14,706
1862,38,2214
1863,24,1742
1864,33,1399
1865,8,1283
1866,30,1242
1867,0,349
1868,29,1845
1869,22,314
1870,3,1241
1871,29,232
1872,39,1512
1873,8,103
1874,19,651
1875,38,1556
1876,1,749
1877,20,670
1878,13,996
1879,31,1962
1880,8,184
1881,27,1081
1882,28,1345
1883,11,1464
1884,11,167
1885,7,409
1886,2,391
1887,46,1255
1888,3,1579
1889,49,1028
1890,10,554
1891,49,1359
1892,0,37
1893,10,2199
1894,32,372
1895,43,1592
1896,14,280
1897,1,375
1898,26,245
1899,37,295
1900,16,667
1901,19,418
1902,45,1539
1903,19,2062
1904,11,1907
1905,38,1517
1906,45,333
1907,18,1051
1908,49,746
1909,33,723
1910,23,1261
1911,45,604
1912,45,2156
1913,49,1307
1914,33,203
1915,25,1654
1916,8,1169
1917,12,123
1918,2,1799
1919,45,339
1920,43,531
1921,12,803
1922,37,960
1923,30,2125
1924,41,1575
1925,8,65
1926,8,1583
1927,14,1
1928,23,532
1929,18,465
1930,46,1293
1931,25,1804
1932,9,1313
1933,16,2020
1934,41,977
1935,9,824
1936,36,743
1937,40,1956
1938,24,702
1939,19,1914
1940,48,218
1941,18,989
1942,32,1880
1943,24,1679
1944,17,2179
1945,37,1590
1946,32,1607
1947,49,1900
1948,20,285
1949,11,434
1950,2,1704
1951,42,617
1952,46,267
1953,7,1473
1954,20,168
1955,0,827
1956,1,1007
1957,18,353
1958,38,1037
1959,22,2005
1960,19,1851
1961,10,579
1962,38,85
1963,27,934
1964,29,1167
1965,14,855
1966,10,1327
1967,8,721
1968,35,2061
1969,28,2043
1970,25,1755
1971,44,1678
1972,21,1147
1973,49,2212
1974,49,1850
1975,16,1768
1976,24,1030
1977,42,807
1978,19,537
1979,49,1894
1980,6,1193
1981,10,168
1982,49,1401
1983,16,1375
1984,38,284
1985,38,1276
1986,27,2061
1987,31,161
1988,48,2030
