,storeId,content,star,userId
50,11,"지인의 추천으로 함께 방문했어요. 오후 2시쯤이어서 좌석에 약간 여유가 있어서 좋았습니다. 가격은 조금 높지만 양이 충분하여 배불리 먹을 수 있었어요. 숯불에 구워 먹는 장어도 아주 맛있습니다. 여러 장들과 반찬도 많이 나와서 잘 먹을 수 있었습니다.
주차장도 넉넉한 편입니다.",4,35
51,11,"오래전부터 애용하던 믿고 먹는 장어집.
장어가 두툼해서 식감도 좋고, 직원들도 친절해요.  밑반찬도 푸짐~^^
깻잎에 소스 묻힌 장어를 놓고 양파절임, 생강채,부추, 거기에 파김치를 얹어 먹으면 구우웃!!",5,7
52,11,손님이많아서 기본적으로 높은서비스를 기대하긴힘듬 장어는 맛있음 소스가 괜찮아서 자주왔었는데 최근에는 뭔가 반찬가짓수도줄어든것같고 가격도올라서 슬슬 다른장어집을 알아봐야할듯,3,33
53,11,"순무깍두기와 열무김지, 백김치맛 좋다. 민물장어는 흙냄새가 많이 난다. 전에는 냄새가 없었는데.",4,6
54,11,"어릴때부터 맛있는곳으로 자주 갔었는데..
몇년간 못갔다 오랜만에 갔는데.. 주인분이 바뀐건지.. 예전과 다른네요.",3,15
55,12,"#귷슐랭

3명이서 젓국갈비전골 중 + 돌솥밥  시켰습니다.…",5,44
56,12,"6명식사.친절
간장게장(대/3인분)-짜지도비리지도않고끝맛이상큼.등딱지는실망ㅠ너무부실했음.
양념게장(대/3인분)-내스타일아님.살짝비리도한거같고끝맛에쓴맛.사실난뼈속간장파.…",5,34
57,12,"간장게장 파는곳인데 우선 가격대가 너무 높긴 합니다. 상당히 비싼편이나 맛은 좋더군요.. 밴뎅이 무침도 상당히 맛있었고, 간장게장은 제가 먹어본 게장중 가장 괜찮긴 했습니다. 평소에 가시면 대기줄 어마어마하게 길어서 먹기 힘들긴합니다. 주차장은 커서 주차하기 편하구요.. 가격대가 높아서 여러번 가볼만 한건 아니라 생각하나 한번정돈 가볼만 한거 같습니다.",4,38
58,12,"3년 전에 아래처럼 엄청 좋게 평가했었는데...
다시찾은 편가네는 3년 전의 맛있던 곳이 아니었습니다.
이렇게 맛집이 변해가는 과정을 보면 정말 안타깝습니다.…",2,2
59,12,간장게장은 정말 짜지도 않고 비린맛도 없고 맛있었습니다~강된장비빔밥은...강된장 말고는 나물류가 가격대비 많이 부실한 느낌...간장게장은 강추합니다!!!,5,34
60,13,"꽃게탕 맛있어요..국물도 시원하고 꽃게도 실하고
남은 국물 싸달라했더니 국물을 더 넣어주셔서 집에와서 라면사리 넣어서 또 먹었어요..
감사합니다...사장님",5,35
61,13,"꽃게에서 단맛이 남
친절함
비싸지만 충분히 값어치가 있음…",5,13
62,13,꽂게탕 맛있습니다~~  국물이 진하고 맛있어요~~김치와  밑반찬이 맛있습니다~수제비 라면 까지  4명이서  맛있게 잘먹었습니다~~여기가 충남서산집 원조 라고 합니다   ㅎㅎ,5,24
63,13,"꽃게가 실해서 먹을맛이난다.
밴뎅이회는 참 고소하고 새콤하니 맛있다.",4,49
64,13,"한시 지나서 방문했는데 웨이팅도 없고 너무 맛있었어요👍
매년 가는데 유독 오늘 더 맛있고 꽃게 살도 오동통해서 맛있게 잘 먹었습니다👍👍…",5,3
65,14,소고기 맛나게 묵고왔습니다 ㅎㅎ,5,15
66,14,저는 갈비탕을 맛있게 먹었는데 일행의 입맛에는 별로였다고 하네요. 한적한 곳에 있어서찾기 어렵지 않았어요 육회비빕밥 가격인상 고지되어 있었어요.,4,24
67,14,"방송에 나온 집에 대한 선입견이 있었습니다
숯불과 소고기가 뛰어납니다
화로도 연기를 츱수하는 방식이라 좋습니다…",4,27
68,14,남자분이 너무 친절하게 응대해주셔서 기분 좋았는데 음식이 맛있어서 기분좋음이 두배🤘…,5,32
69,14,"반찬도 깔끔하고 맛 괜찮았습니다
고기는 구워먹어보니 확실히 일반 한우랑 다릅니다",4,35
70,15,"접객이 좋은 횟집
카리스마에 친절함을 겸비한 훌륭한 서비스가
매우 인상적…",4,22
71,15,"애들아빠 휴무인 날, 회를 먹고 싶대서 예전 기억을 살려 찾아갔다. 그때 곁들이 음식이랑 꽤 맛있게 먹은 기억이 나서.

깖금하게 입가심하기 좋은 요리들이 나왔고, 광어는 쫄깃거렸다. 그리고…",4,8
72,15,"회도 두툼사고 가격대비 새우도 나와서
가성비 좋은 곳이에요 추천합니다~~^^",5,43
73,15,"좋은 가격에 회를 팔더라고요.

부담스럽지않은 가격에 푸짐하게 살 수 있었어요.…",4,32
74,15,"바다셋트에  1만원 더내고회만  모듬회말구  우럭으로 바꾸어 먹었어요
맛있고 친절하고 탁트인경관이 좋아요",5,23
75,16,"문어가 안들어가 아쉬움. 낙지 전복 가리비 새우 등등 들어가고 가격은 저렴한듯.
밑반찬 깔끔해요. 천장이 낮으니 머리 조심하세요.",4,25
76,16,특히 국물이 시원하고 잡내도 안나고 고기도 야들야들  몸보신 제대로 했어요,5,36
77,16,다이어트를 하시거나 혹은 어른들을 모시고 가는거 당장 여기로! 음식도 맛있고 특히 어른들 입맛에 취향 저격할수있습니다ㅋㅋㅋ 전등사 들렸다가 해신탕하는곳있다고 해서 와봤는데 맛있네요 저희는 그냥 랍스터 안들어간거 시켜서 먹어봤는데 이것도 맛있습니다 가격은 4인기준 최저 십만원정도 나가지만 그만한 가치 있었습니다 특히 국물은 보약이라서 남기면 싸갈수도 있어도 저희집도 싸왔어요ㅋㅋ 아무튼 어른들과 모임이 있거나 여행오시면 꼭 여기 오세요 이쁨 받으실겁니다ㅋㅋ,4,41
78,16,"주변 지인께 강화 갈적엔 꼭 먹어보라는 얘기를 들었던 터라 라운딩 전 미리 예약하여 라운딩 후 찾아갔습니다.

카페처럼 아기자기하게 꾸며놓은 가게에서 사장님이 반갑게  맞아 주십니다.…",4,46
79,16,"낙지, 랍스터, 해물, 토종닭, 10여가지 한약재를 우려낸 육수...
먹으면 건강해질것 같은 맛.
주차장도 여유, 물레방아, 실내장식 모두 좋아요",5,17
80,17,"* 한줄요약 : 강된장 존맛탱

1. 위치…",5,15
81,17,주위에서 추천이 많아서 시간을 내어서 가보았습니다 휴가철이기는 하지만 평일이고 점심시간 1시간전이라 (11시 도착) 괜찮을거라 생각을 하고 갔는데 대형주차장이 두개나 있어도 주차할 곳이 없어 큰길가에 어렵게 주차하고 갔는데 예약은 안되고 현장 도착순 배정인데 최소40분 대기번호라 대기실에 갔더니 만석이라 차에가서 밖이 36도라 에어컨 빵빵하게 켜고 45분 대기를 하니 연락이 왔다 10분 뒤에 올 수 있느냐고 지금 당장도 아니고…,4,11
82,17,"반찬들이 좀 짜요. 쌈이 뷔페식으로 무한리필이라 맘편히 먹을 수 있어서 좋아요~ 주차장도 넓음!
육회비빔밥, 전복명란솥밥 먹었는데 솥밥이 훨~~~~씬 맛있음",4,25
83,17,"주 메뉴가 강된장이라 토속적인 분위기를 예상했는데 전혀 아님니다. 카페와 같이 하다가 카페자리도 식당에 양보한 상태. 실내는 밝게 정돈되고 깨끗하며 여러명의 사람들이 분야를 나누어 빠르게 서빙합니다.
음식은 깔끔하고 맛있습니다. 오히려 강된장은 내 경험 최상은 아니지만 반찬과 기타의 메뉴도 흠잡기 어렵습니다. 근처에 오시면 실망하지 않는…",5,0
84,17,전복명란솥밥?은 간이 셌고 나머지는 쌈에 먹기에 좋았음. 식사시간에 사람들이 엄청 몰리는데..직원수에 비해 서비스가 원활하진 않았음,4,12
85,18,"썩 괜찮은 꼬막 전문점
꼬막 비빔밥은 꼬막의 양이 많아 가성비가 괜찮았다.
꼬막 비빔밥의 양념은 간장 베이스에 반해 꼬막 무침은 초고추장류였는데 적당히 시원하고 괜찮았지만 가격대비 꼬막의 양 자체는 비빔밥보다 적게…",4,36
86,18,"시내에서 먹는 꼬막비빔밥보다 꼬막을 푸짐하게 준다는 점이 장점입니다.

매장은 카페 못지않게 깔끔한 편이고, 특징은 로봇의 서빙과 키오스크 주문입니다.…",4,39
87,18,"꼬막비빕밥이 짜지도 않고 맛있네요.
삼순이와 삼돌이가 서빙도 해 주니
아이들이 좋아 하겠네요.…",4,9
88,18,꼬막 비빔밥은 맛있어요. 꼬막초무침은 양파비율이 많아서 ㅠㅠ 고기만두는 돼지냄새가 심했어요. 일찍 가야 대기 없어요. ㅎ,4,17
89,18,친구와 점심식사를 하려고 들렸는데 평일인데도 대기손님이 몇 분 계셨습니다. 꼬막비빔밥을 주문했는데 로봇이 테이블로 음식 배달을 해줍니다. 가격대비 양도 푸짐하고 맛도 좋았습니다. 2층에는 카페도 있습니다.,5,8
90,20,비가내리는 평일 가까운 강화에 와서 이른 점심식사를 하러 방문하게된 해남회조개구이 이모님도 친절하시고 신선한 조개 넘 배부르게 잘먹었습니다,5,11
91,20,"동막해변 바로 앞에 있는 조개구이 맛집이에요! 조개가 신선하고 통통하니, 맛있어요~ 나들이 하면서 즐기기 좋은 식당입니다 👍 주차도 편리해서 이용하기 좋았어요😁…",5,26
92,20,"동막해변앞에 있어서 오션뷰도 좋구요
조개구이가 너무 신선하네요
푸짐하게 먹을수 있어서 너무 좋아요
좌석도 넓직하니 좋네요",5,16
93,20,"완전 만족스럽습니다!
조개구이 먹었는데 조개가 신선하고 살도 통통하게 올라서 너무 맛있어요~ 주차공간도 넉넉하고 오션뷰 즐기기에도 너무 좋았습니다 ^^ 사장님도 친절하시고 다음에도 또 방문하고싶어요!",5,14
94,20,조개구이 비주얼도 맛도 굿이네요 ㅎ 가격도 그렇게 비싸지않고 가게안도 깨끗해서 좋았습니다 이번에는 친구랑둘이서 왔는데 지인들에게 더 추천할게요 별 다섯개 찍어드립니다,5,18
95,21,나무에 둘러싸여 있는 조용한 카페입니다. 주차하기 쉽고 도로에서 조금 떨어져 있어서 조용합니다. 커피맛은 괜찮으며 초록의 나무들로 보이는 뷰는 초록초록합니다.,4,0
96,21,"매화마름은 강화 길상면의 매화마름군락지 근처에 있는 정원이 아름답고, 애견동반이 가능한 카페입니다. 이곳 메뉴에는 쫀득하고 맛있는 식빵 5종류가 있으니 커피와 함께 드시면 괜찮은 것 같습니다.…",4,43
97,21,분위기도 좋고 차와 빵들도 맛있네요,5,18
98,21,"막상가보니 사진이 실물을 충분히 담아내지 못한다.
건물은 마치 일본식 가옥처럼 나무널판지로 뒤덮혀있고 담쟁이넝쿨이 온 건물을 감싸고 있다.
주차를 하고 들어가는 입구부터 조경이 예사롭지 않아, 들판 가운데 있는 카페치고는 마치 숲속에 온 기분!…",5,15
99,21,조용하고 괜찮은 분위기와 특히 식빵이 맛있었습니다.,3,13
100,22,방송에 나온곳인데 깔끔하고 좋긴한데 딱 거기까지네요 능이백숙먹었는데 능이가 너무 조금들어감,4,5
101,22,"닭매운탕 정말 맛나고 닭들도 크고 좋다.
백숙의 닭들도 커서 먹기 좋았다.
음식들이 자극적이지 않고 먹고나서도 편안했음.…",5,25
102,22,한방 백숙으로 시켰는데 닭이 정말 크고 둘이서 먹고 배터짐!! 도토리묵도 맛있고 김치가 맛있었음 근데 예약을 안하고 가면 백숙 조리되는 데까지 30-40분 기다려야하니 예약하고 가는게 좋을 것 같다! 강화도 여행시 재방문 의사 있음~~!~,5,23
103,22,"더덕구이 정식 시켰어요.
모든 음식을 설탕에 절인듯 한 맛
들어왔으니 일행이 있으니 먹을수 밖에
나 혼자라면 젓가락놓고 다른데가서 다시 시켜서 먹고 싶은 맛",3,8
104,22,"강화도 동막해수욕장근처 토속음식 맛집이네요.
주차편리하고. 음식들이 정갈하네요. 사장님이 친절하시고요. 가격도 적당한7000원대.
묵밥.산채비빕밥.청국장 시켜서 나눠 먹었는데…",5,45
105,24,"애견 동반하여 함께 식사하기 좋은 곳 입니다.
음식도 맛있고, 셀러드 바 도 있습니다.
함께간 애견의 마실물까지 챙겨주시는 섬세한 서비스까지 ...…",5,44
106,24,"이제껏 경험한 반려동물 동반 가능한 식당은 야외테라스에서 먹는 것만 가능한 곳만 갔었는데, 이 매장은 매장 안에서 반려동물과 먹을 수 있어서 정말 좋았어요. 그렇다고 음식도 맛있었는데, 삼겹 구이도 맛있었고, 파스타도 맛있었음. 반려동물과 같이 오지 않아도 음식만 생각해서 다시 재방문하고 싶은 곳. 다만 주차장은 많이 협소한 감이 있음. 그렇다고 매장 주변 제외하고 다른곳에 주차할 곳도 없어보였음. 반려동물과 방문했다면 예약자명을 반려동물의 이름으로 불러줌. 동물용 의자라든가 쿠션 같은 것도 같이 제공해 줘서 좋았음.",5,0
107,24,강아지와 즐길 수 있는 서울근교 최고의 식당. 좋은 식재료로 자극적이지 않게 맛있게 조리해 나옴. 건강한 한끼,5,2
108,24,"평일에 다녀왔습니다. 애견과 함께 출입을 해서 좋았습니다.
가격대비 음식은 훌륭하지 않습니다.
입구와 출구가 다르네요.…",4,23
109,24,"강아지에게 진심이 느껴지는 편안한 애견식당입니다 예약없이 방문했기에 기다리면서 강아지 산책도 덤으로 즐길 수 있었어요
강화를 가면 가장 먼저 기억되어질 곳이네요",5,0
110,26,"지나는 길에 들려서 먹었는데
맛있게 먹었네요~^^
바지락칼국수도 맛있는데…",5,21
111,26,"이전부터 강화도 오면 항상 방문한 식당입니다😁
칼국수 국물도 맛나고 바지락 상태도 👍…",5,5
112,26,"미리내 바지락 칼국수 먼곳에서 만나는 맛집 낮선곳을 여행할때 가장걱정 되는것은 맛집이라불리는곳이 맛이 있느냐는것이다

하지만 이곳 첫인상은 너무 더운 땡볕에 차가 무사할까라는 걱정이 앞섰다 들거가서 착석하고 제일 맛있다고 하는 칼국수 하고 매콤 한 쭈꾸미 볶음…",5,7
113,26,"평범한 맛. 맛없지는 않음.
딱 보통. 딱 기본은 하는 집.
쭈꾸미비빔밥은 먹을만 하지만 굳이 재방문할 생각은 없음.",3,27
114,26,"전등사 맞은편에 있는 맛집입니다. 휴가철이라그런지 사람이 정말 많았어요.
맛도 괜찮다고생각되니 전등사 근처에가시면 한번 드셔보시면 좋겠습니다.…",5,24
115,28,항근처 바다가 보이는 곳에 있구요 음식이 푸짐하고 구성이 좋았어요 맛도 좋구요 b셋트3인을 주문했는데 배가 불러서 매운탕은 포장을 했네요 강화에 다시 오면 다시 들를 생각이에요,5,23
116,28,강화도 최고의 횟집입니다. 특히나 포장을 강추 합니다. 회랑 해산물이 아주 신선하고 메뉴 구성이 아주 알차고 좋습니다^^,5,41
117,28,"강화도에 갔다가 선주가 운영하면서 제 철에 맞는 회와 해산물을 제공한다는 식당이 있어 찾아갔어요. 네비가 알려주는 대로 가면 도착할 무렵 샛길이라 조금 헷갈리지만 바닷가 근처로 나가면서 목적지에 도착하게 됩니다. 주차는 식당 앞에 공간이 충분했어요.  세트B 3인(10만5천원) 메뉴를 시켰는 데 해산물 모둠, 회, 구이 등에 해산물빠다구이와 매운탕이 나왔어요. 회가 숙성이 됬는 지 식감도 좋고 달았어요. 광어, 방어, 숭어가…",5,28
118,28,"와..진짜  두번다시 안갑니다
난 원래 불친절 까짓거 신경도 안씁니다
근데...…",1,34
119,28,스끼들이 기본적으로 잘나왔고 모듬세트 메뉴들이 다른곳들과는 차별화가 되어있어 더욱 특별했네요,5,18
120,30,별 다섯 개에서 시작해서 세 개까지 내려왔음... 몇 년 째 다니던 곳으로 굳이 갈 생각이 안 드는 곳이 되었다. 여기 뿐만아니라 거의 모든 햄버거 가게의 채소가 양액 재배한 것으로 바뀌면서 햄버거 맛이 다운 그레이드 됐다.,3,7
121,30,"(패티의 간만 조금 더 됐다면) 한국에서 맛본 수제버거 중 가장 맛있게 먹은 집.
왜 1시만 넘어도 바로 마감되는지 알겠는 맛.…",5,46
